region,date,cumulative_active,cumulative_confirmed,cumulative_deaths,cumulative_recovered,cases_active,cases_confirmed,cases_deaths,cases_recovered
Congo (Kinshasa),2020-03-13,2,2,0,0,1,1,0,0
Congo (Kinshasa),2020-03-14,2,2,0,0,0,0,0,0
Congo (Kinshasa),2020-03-15,2,2,0,0,0,0,0,0
Costa Rica,2020-01-22,0,0,0,0,0,0,0,0
Costa Rica,2020-01-23,0,0,0,0,0,0,0,0
Costa Rica,2020-01-24,0,0,0,0,0,0,0,0
Costa Rica,2020-01-25,0,0,0,0,0,0,0,0
Costa Rica,2020-01-26,0,0,0,0,0,0,0,0
Costa Rica,2020-01-27,0,0,0,0,0,0,0,0
Costa Rica,2020-01-28,0,0,0,0,0,0,0,0
Costa Rica,2020-01-29,0,0,0,0,0,0,0,0
Costa Rica,2020-01-30,0,0,0,0,0,0,0,0
Costa Rica,2020-01-31,0,0,0,0,0,0,0,0
Costa Rica,2020-02-01,0,0,0,0,0,0,0,0
Costa Rica,2020-02-02,0,0,0,0,0,0,0,0
Costa Rica,2020-02-03,0,0,0,0,0,0,0,0
Costa Rica,2020-02-04,0,0,0,0,0,0,0,0
Costa Rica,2020-02-05,0,0,0,0,0,0,0,0
Costa Rica,2020-02-06,0,0,0,0,0,0,0,0
Costa Rica,2020-02-07,0,0,0,0,0,0,0,0
Costa Rica,2020-02-08,0,0,0,0,0,0,0,0
Costa Rica,2020-02-09,0,0,0,0,0,0,0,0
Costa Rica,2020-02-10,0,0,0,0,0,0,0,0
Costa Rica,2020-02-11,0,0,0,0,0,0,0,0
Costa Rica,2020-02-12,0,0,0,0,0,0,0,0
Costa Rica,2020-02-13,0,0,0,0,0,0,0,0
Costa Rica,2020-02-14,0,0,0,0,0,0,0,0
Costa Rica,2020-02-15,0,0,0,0,0,0,0,0
Costa Rica,2020-02-16,0,0,0,0,0,0,0,0
Costa Rica,2020-02-17,0,0,0,0,0,0,0,0
Costa Rica,2020-02-18,0,0,0,0,0,0,0,0
Costa Rica,2020-02-19,0,0,0,0,0,0,0,0
Costa Rica,2020-02-20,0,0,0,0,0,0,0,0
Costa Rica,2020-02-21,0,0,0,0,0,0,0,0
Costa Rica,2020-02-22,0,0,0,0,0,0,0,0
Costa Rica,2020-02-23,0,0,0,0,0,0,0,0
Costa Rica,2020-02-24,0,0,0,0,0,0,0,0
Costa Rica,2020-02-25,0,0,0,0,0,0,0,0
Costa Rica,2020-02-26,0,0,0,0,0,0,0,0
Costa Rica,2020-02-27,0,0,0,0,0,0,0,0
Costa Rica,2020-02-28,0,0,0,0,0,0,0,0
Costa Rica,2020-02-29,0,0,0,0,0,0,0,0
Costa Rica,2020-03-01,0,0,0,0,0,0,0,0
Costa Rica,2020-03-02,0,0,0,0,0,0,0,0
Costa Rica,2020-03-03,0,0,0,0,0,0,0,0
Costa Rica,2020-03-04,0,0,0,0,0,0,0,0
Costa Rica,2020-03-05,0,0,0,0,0,0,0,0
Costa Rica,2020-03-06,1,1,0,0,1,1,0,0
Costa Rica,2020-03-07,1,1,0,0,0,0,0,0
Costa Rica,2020-03-08,5,5,0,0,4,4,0,0
Costa Rica,2020-03-09,9,9,0,0,4,4,0,0
Costa Rica,2020-03-10,9,9,0,0,0,0,0,0
Costa Rica,2020-03-11,13,13,0,0,4,4,0,0
Costa Rica,2020-03-12,22,22,0,0,9,9,0,0
Costa Rica,2020-03-13,23,23,0,0,1,1,0,0
Costa Rica,2020-03-14,26,26,0,0,3,3,0,0
Costa Rica,2020-03-15,27,27,0,0,1,1,0,0
Cote d'Ivoire,2020-01-22,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-23,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-24,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-25,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-26,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-27,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-28,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-29,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-30,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-01-31,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-01,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-02,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-03,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-04,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-05,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-06,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-07,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-08,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-09,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-10,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-11,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-12,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-13,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-14,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-15,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-16,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-17,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-18,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-19,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-20,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-21,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-22,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-23,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-24,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-25,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-26,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-27,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-28,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-02-29,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-01,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-02,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-03,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-04,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-05,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-06,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-07,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-08,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-09,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-10,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-11,1,1,0,0,1,1,0,0
Cote d'Ivoire,2020-03-12,1,1,0,0,0,0,0,0
Cote d'Ivoire,2020-03-13,1,1,0,0,0,0,0,0
Cote d'Ivoire,2020-03-14,1,1,0,0,0,0,0,0
Cote d'Ivoire,2020-03-15,1,1,0,0,0,0,0,0
Croatia,2020-01-22,0,0,0,0,0,0,0,0
Croatia,2020-01-23,0,0,0,0,0,0,0,0
Croatia,2020-01-24,0,0,0,0,0,0,0,0
Croatia,2020-01-25,0,0,0,0,0,0,0,0
Croatia,2020-01-26,0,0,0,0,0,0,0,0
Croatia,2020-01-27,0,0,0,0,0,0,0,0
Croatia,2020-01-28,0,0,0,0,0,0,0,0
Croatia,2020-01-29,0,0,0,0,0,0,0,0
Croatia,2020-01-30,0,0,0,0,0,0,0,0
Croatia,2020-01-31,0,0,0,0,0,0,0,0
Croatia,2020-02-01,0,0,0,0,0,0,0,0
Croatia,2020-02-02,0,0,0,0,0,0,0,0
Croatia,2020-02-03,0,0,0,0,0,0,0,0
Croatia,2020-02-04,0,0,0,0,0,0,0,0
Croatia,2020-02-05,0,0,0,0,0,0,0,0
Croatia,2020-02-06,0,0,0,0,0,0,0,0
Croatia,2020-02-07,0,0,0,0,0,0,0,0
Croatia,2020-02-08,0,0,0,0,0,0,0,0
Croatia,2020-02-09,0,0,0,0,0,0,0,0
Croatia,2020-02-10,0,0,0,0,0,0,0,0
Croatia,2020-02-11,0,0,0,0,0,0,0,0
Croatia,2020-02-12,0,0,0,0,0,0,0,0
Croatia,2020-02-13,0,0,0,0,0,0,0,0
Croatia,2020-02-14,0,0,0,0,0,0,0,0
Croatia,2020-02-15,0,0,0,0,0,0,0,0
Croatia,2020-02-16,0,0,0,0,0,0,0,0
Croatia,2020-02-17,0,0,0,0,0,0,0,0
Croatia,2020-02-18,0,0,0,0,0,0,0,0
Croatia,2020-02-19,0,0,0,0,0,0,0,0
Croatia,2020-02-20,0,0,0,0,0,0,0,0
Croatia,2020-02-21,0,0,0,0,0,0,0,0
Croatia,2020-02-22,0,0,0,0,0,0,0,0
Croatia,2020-02-23,0,0,0,0,0,0,0,0
Croatia,2020-02-24,0,0,0,0,0,0,0,0
Croatia,2020-02-25,1,1,0,0,1,1,0,0
Croatia,2020-02-26,3,3,0,0,2,2,0,0
Croatia,2020-02-27,3,3,0,0,0,0,0,0
Croatia,2020-02-28,5,5,0,0,2,2,0,0
Croatia,2020-02-29,6,6,0,0,1,1,0,0
Croatia,2020-03-01,7,7,0,0,1,1,0,0
Croatia,2020-03-02,7,7,0,0,0,0,0,0
Croatia,2020-03-03,9,9,0,0,2,2,0,0
Croatia,2020-03-04,10,10,0,0,1,1,0,0
Croatia,2020-03-05,10,10,0,0,0,0,0,0
Croatia,2020-03-06,11,11,0,0,1,1,0,0
Croatia,2020-03-07,12,12,0,0,1,1,0,0
Croatia,2020-03-08,12,12,0,0,0,0,0,0
Croatia,2020-03-09,12,12,0,0,0,0,0,0
Croatia,2020-03-10,14,14,0,0,2,2,0,0
Croatia,2020-03-11,19,19,0,0,5,5,0,0
Croatia,2020-03-12,19,19,0,0,0,0,0,0
Croatia,2020-03-13,31,32,0,1,12,13,0,1
Croatia,2020-03-14,37,38,0,1,6,6,0,0
Croatia,2020-03-15,48,49,0,1,11,11,0,0
Cruise Ship,2020-01-22,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-23,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-24,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-25,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-26,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-27,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-28,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-29,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-30,0,0,0,0,0,0,0,0
Cruise Ship,2020-01-31,0,0,0,0,0,0,0,0
Cruise Ship,2020-02-01,0,0,0,0,0,0,0,0
Cruise Ship,2020-02-02,0,0,0,0,0,0,0,0
Cruise Ship,2020-02-03,0,0,0,0,0,0,0,0
Cruise Ship,2020-02-04,0,0,0,0,0,0,0,0
Cruise Ship,2020-02-05,0,0,0,0,0,0,0,0
Cruise Ship,2020-02-06,0,0,0,0,0,0,0,0
Cruise Ship,2020-02-07,61,61,0,0,61,61,0,0
Cruise Ship,2020-02-08,61,61,0,0,0,0,0,0
Cruise Ship,2020-02-09,64,64,0,0,3,3,0,0
Cruise Ship,2020-02-10,135,135,0,0,71,71,0,0
Cruise Ship,2020-02-11,135,135,0,0,0,0,0,0
Cruise Ship,2020-02-12,175,175,0,0,40,40,0,0
Cruise Ship,2020-02-13,175,175,0,0,0,0,0,0
Cruise Ship,2020-02-14,218,218,0,0,43,43,0,0
Cruise Ship,2020-02-15,285,285,0,0,67,67,0,0
Cruise Ship,2020-02-16,355,355,0,0,70,70,0,0
Cruise Ship,2020-02-17,454,454,0,0,99,99,0,0
Cruise Ship,2020-02-18,542,542,0,0,88,88,0,0
Cruise Ship,2020-02-19,620,621,0,1,78,79,0,1
Cruise Ship,2020-02-20,631,634,2,1,11,13,2,0
Cruise Ship,2020-02-21,631,634,2,1,0,0,0,0
Cruise Ship,2020-02-22,631,634,2,1,0,0,0,0
Cruise Ship,2020-02-23,688,691,3,0,57,57,1,-1
Cruise Ship,2020-02-24,688,691,3,0,0,0,0,0
Cruise Ship,2020-02-25,688,691,3,0,0,0,0,0
Cruise Ship,2020-02-26,691,705,4,10,3,14,1,10
Cruise Ship,2020-02-27,691,705,4,10,0,0,0,0
Cruise Ship,2020-02-28,689,705,6,10,-2,0,2,0
Cruise Ship,2020-02-29,689,705,6,10,0,0,0,0
Cruise Ship,2020-03-01,689,705,6,10,0,0,0,0
Cruise Ship,2020-03-02,689,705,6,10,0,0,0,0
Cruise Ship,2020-03-03,690,706,6,10,1,1,0,0
Cruise Ship,2020-03-04,690,706,6,10,0,0,0,0
Cruise Ship,2020-03-05,690,706,6,10,0,0,0,0
Cruise Ship,2020-03-06,650,696,6,40,-40,-10,0,30
Cruise Ship,2020-03-07,650,696,6,40,0,0,0,0
Cruise Ship,2020-03-08,650,696,6,40,0,0,0,0
Cruise Ship,2020-03-09,650,696,6,40,0,0,0,0
Cruise Ship,2020-03-10,650,696,6,40,0,0,0,0
Cruise Ship,2020-03-11,364,696,7,325,-286,0,1,285
Cruise Ship,2020-03-12,364,696,7,325,0,0,0,0
Cruise Ship,2020-03-13,364,696,7,325,0,0,0,0
Cruise Ship,2020-03-14,364,696,7,325,0,0,0,0
Cruise Ship,2020-03-15,364,696,7,325,0,0,0,0
Cuba,2020-01-22,0,0,0,0,0,0,0,0
Cuba,2020-01-23,0,0,0,0,0,0,0,0
Cuba,2020-01-24,0,0,0,0,0,0,0,0
Cuba,2020-01-25,0,0,0,0,0,0,0,0
Cuba,2020-01-26,0,0,0,0,0,0,0,0
Cuba,2020-01-27,0,0,0,0,0,0,0,0
Cuba,2020-01-28,0,0,0,0,0,0,0,0
Cuba,2020-01-29,0,0,0,0,0,0,0,0
Cuba,2020-01-30,0,0,0,0,0,0,0,0
Cuba,2020-01-31,0,0,0,0,0,0,0,0
Cuba,2020-02-01,0,0,0,0,0,0,0,0
Cuba,2020-02-02,0,0,0,0,0,0,0,0
Cuba,2020-02-03,0,0,0,0,0,0,0,0
Cuba,2020-02-04,0,0,0,0,0,0,0,0
Cuba,2020-02-05,0,0,0,0,0,0,0,0
Cuba,2020-02-06,0,0,0,0,0,0,0,0
Cuba,2020-02-07,0,0,0,0,0,0,0,0
Cuba,2020-02-08,0,0,0,0,0,0,0,0
Cuba,2020-02-09,0,0,0,0,0,0,0,0
Cuba,2020-02-10,0,0,0,0,0,0,0,0
Cuba,2020-02-11,0,0,0,0,0,0,0,0
Cuba,2020-02-12,0,0,0,0,0,0,0,0
Cuba,2020-02-13,0,0,0,0,0,0,0,0
Cuba,2020-02-14,0,0,0,0,0,0,0,0
Cuba,2020-02-15,0,0,0,0,0,0,0,0
Cuba,2020-02-16,0,0,0,0,0,0,0,0
Cuba,2020-02-17,0,0,0,0,0,0,0,0
Cuba,2020-02-18,0,0,0,0,0,0,0,0
Cuba,2020-02-19,0,0,0,0,0,0,0,0
Cuba,2020-02-20,0,0,0,0,0,0,0,0
Cuba,2020-02-21,0,0,0,0,0,0,0,0
Cuba,2020-02-22,0,0,0,0,0,0,0,0
Cuba,2020-02-23,0,0,0,0,0,0,0,0
Cuba,2020-02-24,0,0,0,0,0,0,0,0
Cuba,2020-02-25,0,0,0,0,0,0,0,0
Cuba,2020-02-26,0,0,0,0,0,0,0,0
Cuba,2020-02-27,0,0,0,0,0,0,0,0
Cuba,2020-02-28,0,0,0,0,0,0,0,0
Cuba,2020-02-29,0,0,0,0,0,0,0,0
Cuba,2020-03-01,0,0,0,0,0,0,0,0
Cuba,2020-03-02,0,0,0,0,0,0,0,0
Cuba,2020-03-03,0,0,0,0,0,0,0,0
Cuba,2020-03-04,0,0,0,0,0,0,0,0
Cuba,2020-03-05,0,0,0,0,0,0,0,0
Cuba,2020-03-06,0,0,0,0,0,0,0,0
Cuba,2020-03-07,0,0,0,0,0,0,0,0
Cuba,2020-03-08,0,0,0,0,0,0,0,0
Cuba,2020-03-09,0,0,0,0,0,0,0,0
Cuba,2020-03-10,0,0,0,0,0,0,0,0
Cuba,2020-03-11,0,0,0,0,0,0,0,0
Cuba,2020-03-12,3,3,0,0,3,3,0,0
Cuba,2020-03-13,4,4,0,0,1,1,0,0
Cuba,2020-03-14,4,4,0,0,0,0,0,0
Cuba,2020-03-15,4,4,0,0,0,0,0,0
Curacao,2020-01-22,0,0,0,0,0,0,0,0
Curacao,2020-01-23,0,0,0,0,0,0,0,0
Curacao,2020-01-24,0,0,0,0,0,0,0,0
Curacao,2020-01-25,0,0,0,0,0,0,0,0
Curacao,2020-01-26,0,0,0,0,0,0,0,0
Curacao,2020-01-27,0,0,0,0,0,0,0,0
Curacao,2020-01-28,0,0,0,0,0,0,0,0
Curacao,2020-01-29,0,0,0,0,0,0,0,0
Curacao,2020-01-30,0,0,0,0,0,0,0,0
Curacao,2020-01-31,0,0,0,0,0,0,0,0
Curacao,2020-02-01,0,0,0,0,0,0,0,0
Curacao,2020-02-02,0,0,0,0,0,0,0,0
Curacao,2020-02-03,0,0,0,0,0,0,0,0
Curacao,2020-02-04,0,0,0,0,0,0,0,0
Curacao,2020-02-05,0,0,0,0,0,0,0,0
Curacao,2020-02-06,0,0,0,0,0,0,0,0
Curacao,2020-02-07,0,0,0,0,0,0,0,0
Curacao,2020-02-08,0,0,0,0,0,0,0,0
Curacao,2020-02-09,0,0,0,0,0,0,0,0
Curacao,2020-02-10,0,0,0,0,0,0,0,0
Curacao,2020-02-11,0,0,0,0,0,0,0,0
Curacao,2020-02-12,0,0,0,0,0,0,0,0
Curacao,2020-02-13,0,0,0,0,0,0,0,0
Curacao,2020-02-14,0,0,0,0,0,0,0,0
Curacao,2020-02-15,0,0,0,0,0,0,0,0
Curacao,2020-02-16,0,0,0,0,0,0,0,0
Curacao,2020-02-17,0,0,0,0,0,0,0,0
Curacao,2020-02-18,0,0,0,0,0,0,0,0
Curacao,2020-02-19,0,0,0,0,0,0,0,0
Curacao,2020-02-20,0,0,0,0,0,0,0,0
Curacao,2020-02-21,0,0,0,0,0,0,0,0
Curacao,2020-02-22,0,0,0,0,0,0,0,0
Curacao,2020-02-23,0,0,0,0,0,0,0,0
Curacao,2020-02-24,0,0,0,0,0,0,0,0
Curacao,2020-02-25,0,0,0,0,0,0,0,0
Curacao,2020-02-26,0,0,0,0,0,0,0,0
Curacao,2020-02-27,0,0,0,0,0,0,0,0
Curacao,2020-02-28,0,0,0,0,0,0,0,0
Curacao,2020-02-29,0,0,0,0,0,0,0,0
Curacao,2020-03-01,0,0,0,0,0,0,0,0
Curacao,2020-03-02,0,0,0,0,0,0,0,0
Curacao,2020-03-03,0,0,0,0,0,0,0,0
Curacao,2020-03-04,0,0,0,0,0,0,0,0
Curacao,2020-03-05,0,0,0,0,0,0,0,0
Curacao,2020-03-06,0,0,0,0,0,0,0,0
Curacao,2020-03-07,0,0,0,0,0,0,0,0
Curacao,2020-03-08,0,0,0,0,0,0,0,0
Curacao,2020-03-09,0,0,0,0,0,0,0,0
Curacao,2020-03-10,0,0,0,0,0,0,0,0
Curacao,2020-03-11,0,0,0,0,0,0,0,0
Curacao,2020-03-12,0,0,0,0,0,0,0,0
Curacao,2020-03-13,0,0,0,0,0,0,0,0
Curacao,2020-03-14,1,1,0,0,1,1,0,0
Curacao,2020-03-15,1,1,0,0,0,0,0,0
Cyprus,2020-01-22,0,0,0,0,0,0,0,0
Cyprus,2020-01-23,0,0,0,0,0,0,0,0
Cyprus,2020-01-24,0,0,0,0,0,0,0,0
Cyprus,2020-01-25,0,0,0,0,0,0,0,0
Cyprus,2020-01-26,0,0,0,0,0,0,0,0
Cyprus,2020-01-27,0,0,0,0,0,0,0,0
Cyprus,2020-01-28,0,0,0,0,0,0,0,0
Cyprus,2020-01-29,0,0,0,0,0,0,0,0
Cyprus,2020-01-30,0,0,0,0,0,0,0,0
Cyprus,2020-01-31,0,0,0,0,0,0,0,0
Cyprus,2020-02-01,0,0,0,0,0,0,0,0
Cyprus,2020-02-02,0,0,0,0,0,0,0,0
Cyprus,2020-02-03,0,0,0,0,0,0,0,0
Cyprus,2020-02-04,0,0,0,0,0,0,0,0
Cyprus,2020-02-05,0,0,0,0,0,0,0,0
Cyprus,2020-02-06,0,0,0,0,0,0,0,0
Cyprus,2020-02-07,0,0,0,0,0,0,0,0
Cyprus,2020-02-08,0,0,0,0,0,0,0,0
Cyprus,2020-02-09,0,0,0,0,0,0,0,0
Cyprus,2020-02-10,0,0,0,0,0,0,0,0
Cyprus,2020-02-11,0,0,0,0,0,0,0,0
Cyprus,2020-02-12,0,0,0,0,0,0,0,0
Cyprus,2020-02-13,0,0,0,0,0,0,0,0
Cyprus,2020-02-14,0,0,0,0,0,0,0,0
Cyprus,2020-02-15,0,0,0,0,0,0,0,0
Cyprus,2020-02-16,0,0,0,0,0,0,0,0
Cyprus,2020-02-17,0,0,0,0,0,0,0,0
Cyprus,2020-02-18,0,0,0,0,0,0,0,0
Cyprus,2020-02-19,0,0,0,0,0,0,0,0
Cyprus,2020-02-20,0,0,0,0,0,0,0,0
Cyprus,2020-02-21,0,0,0,0,0,0,0,0
Cyprus,2020-02-22,0,0,0,0,0,0,0,0
Cyprus,2020-02-23,0,0,0,0,0,0,0,0
Cyprus,2020-02-24,0,0,0,0,0,0,0,0
Cyprus,2020-02-25,0,0,0,0,0,0,0,0
Cyprus,2020-02-26,0,0,0,0,0,0,0,0
Cyprus,2020-02-27,0,0,0,0,0,0,0,0
Cyprus,2020-02-28,0,0,0,0,0,0,0,0
Cyprus,2020-02-29,0,0,0,0,0,0,0,0
Cyprus,2020-03-01,0,0,0,0,0,0,0,0
Cyprus,2020-03-02,0,0,0,0,0,0,0,0
Cyprus,2020-03-03,0,0,0,0,0,0,0,0
Cyprus,2020-03-04,0,0,0,0,0,0,0,0
Cyprus,2020-03-05,0,0,0,0,0,0,0,0
Cyprus,2020-03-06,0,0,0,0,0,0,0,0
Cyprus,2020-03-07,0,0,0,0,0,0,0,0
Cyprus,2020-03-08,0,0,0,0,0,0,0,0
Cyprus,2020-03-09,2,2,0,0,2,2,0,0
Cyprus,2020-03-10,3,3,0,0,1,1,0,0
Cyprus,2020-03-11,6,6,0,0,3,3,0,0
Cyprus,2020-03-12,6,6,0,0,0,0,0,0
Cyprus,2020-03-13,14,14,0,0,8,8,0,0
Cyprus,2020-03-14,26,26,0,0,12,12,0,0
Cyprus,2020-03-15,26,26,0,0,0,0,0,0
Czechia,2020-01-22,0,0,0,0,0,0,0,0
Czechia,2020-01-23,0,0,0,0,0,0,0,0
Czechia,2020-01-24,0,0,0,0,0,0,0,0
Czechia,2020-01-25,0,0,0,0,0,0,0,0
Czechia,2020-01-26,0,0,0,0,0,0,0,0
Czechia,2020-01-27,0,0,0,0,0,0,0,0
Czechia,2020-01-28,0,0,0,0,0,0,0,0
Czechia,2020-01-29,0,0,0,0,0,0,0,0
Czechia,2020-01-30,0,0,0,0,0,0,0,0
Czechia,2020-01-31,0,0,0,0,0,0,0,0
Czechia,2020-02-01,0,0,0,0,0,0,0,0
Czechia,2020-02-02,0,0,0,0,0,0,0,0
Czechia,2020-02-03,0,0,0,0,0,0,0,0
Czechia,2020-02-04,0,0,0,0,0,0,0,0
Czechia,2020-02-05,0,0,0,0,0,0,0,0
Czechia,2020-02-06,0,0,0,0,0,0,0,0
Czechia,2020-02-07,0,0,0,0,0,0,0,0
Czechia,2020-02-08,0,0,0,0,0,0,0,0
Czechia,2020-02-09,0,0,0,0,0,0,0,0
Czechia,2020-02-10,0,0,0,0,0,0,0,0
Czechia,2020-02-11,0,0,0,0,0,0,0,0
Czechia,2020-02-12,0,0,0,0,0,0,0,0
Czechia,2020-02-13,0,0,0,0,0,0,0,0
Czechia,2020-02-14,0,0,0,0,0,0,0,0
Czechia,2020-02-15,0,0,0,0,0,0,0,0
Czechia,2020-02-16,0,0,0,0,0,0,0,0
Czechia,2020-02-17,0,0,0,0,0,0,0,0
Czechia,2020-02-18,0,0,0,0,0,0,0,0
Czechia,2020-02-19,0,0,0,0,0,0,0,0
Czechia,2020-02-20,0,0,0,0,0,0,0,0
Czechia,2020-02-21,0,0,0,0,0,0,0,0
Czechia,2020-02-22,0,0,0,0,0,0,0,0
Czechia,2020-02-23,0,0,0,0,0,0,0,0
Czechia,2020-02-24,0,0,0,0,0,0,0,0
Czechia,2020-02-25,0,0,0,0,0,0,0,0
Czechia,2020-02-26,0,0,0,0,0,0,0,0
Czechia,2020-02-27,0,0,0,0,0,0,0,0
Czechia,2020-02-28,0,0,0,0,0,0,0,0
Czechia,2020-02-29,0,0,0,0,0,0,0,0
Czechia,2020-03-01,3,3,0,0,3,3,0,0
Czechia,2020-03-02,3,3,0,0,0,0,0,0
Czechia,2020-03-03,5,5,0,0,2,2,0,0
Czechia,2020-03-04,8,8,0,0,3,3,0,0
Czechia,2020-03-05,12,12,0,0,4,4,0,0
Czechia,2020-03-06,18,18,0,0,6,6,0,0
Czechia,2020-03-07,19,19,0,0,1,1,0,0
Czechia,2020-03-08,31,31,0,0,12,12,0,0
Czechia,2020-03-09,31,31,0,0,0,0,0,0
Czechia,2020-03-10,41,41,0,0,10,10,0,0
Czechia,2020-03-11,91,91,0,0,50,50,0,0
Czechia,2020-03-12,94,94,0,0,3,3,0,0
Czechia,2020-03-13,141,141,0,0,47,47,0,0
Czechia,2020-03-14,189,189,0,0,48,48,0,0
Czechia,2020-03-15,253,253,0,0,64,64,0,0
Denmark,2020-01-22,0,0,0,0,0,0,0,0
Denmark,2020-01-23,0,0,0,0,0,0,0,0
Denmark,2020-01-24,0,0,0,0,0,0,0,0
Denmark,2020-01-25,0,0,0,0,0,0,0,0
Denmark,2020-01-26,0,0,0,0,0,0,0,0
Denmark,2020-01-27,0,0,0,0,0,0,0,0
Denmark,2020-01-28,0,0,0,0,0,0,0,0
Denmark,2020-01-29,0,0,0,0,0,0,0,0
Denmark,2020-01-30,0,0,0,0,0,0,0,0
Denmark,2020-01-31,0,0,0,0,0,0,0,0
Denmark,2020-02-01,0,0,0,0,0,0,0,0
Denmark,2020-02-02,0,0,0,0,0,0,0,0
Denmark,2020-02-03,0,0,0,0,0,0,0,0
Denmark,2020-02-04,0,0,0,0,0,0,0,0
Denmark,2020-02-05,0,0,0,0,0,0,0,0
Denmark,2020-02-06,0,0,0,0,0,0,0,0
Denmark,2020-02-07,0,0,0,0,0,0,0,0
Denmark,2020-02-08,0,0,0,0,0,0,0,0
Denmark,2020-02-09,0,0,0,0,0,0,0,0
Denmark,2020-02-10,0,0,0,0,0,0,0,0
Denmark,2020-02-11,0,0,0,0,0,0,0,0
Denmark,2020-02-12,0,0,0,0,0,0,0,0
Denmark,2020-02-13,0,0,0,0,0,0,0,0
Denmark,2020-02-14,0,0,0,0,0,0,0,0
Denmark,2020-02-15,0,0,0,0,0,0,0,0
Denmark,2020-02-16,0,0,0,0,0,0,0,0
Denmark,2020-02-17,0,0,0,0,0,0,0,0
Denmark,2020-02-18,0,0,0,0,0,0,0,0
Denmark,2020-02-19,0,0,0,0,0,0,0,0
Denmark,2020-02-20,0,0,0,0,0,0,0,0
Denmark,2020-02-21,0,0,0,0,0,0,0,0
Denmark,2020-02-22,0,0,0,0,0,0,0,0
Denmark,2020-02-23,0,0,0,0,0,0,0,0
Denmark,2020-02-24,0,0,0,0,0,0,0,0
Denmark,2020-02-25,0,0,0,0,0,0,0,0
Denmark,2020-02-26,0,0,0,0,0,0,0,0
Denmark,2020-02-27,1,1,0,0,1,1,0,0
Denmark,2020-02-28,1,1,0,0,0,0,0,0
